"Rel","Split","Class","Ext","Bytes","Readable","W","H","Pix","Mean","Std"
"test\canker\local_DataSet_Image_000193_Canker(975).jpg","test","canker",".jpg","17295","True","224","224","Format24bppRgb","90,45","55,35"
"test\canker\local_DataSet_Image_000194_Canker(32).jpg","test","canker",".jpg","17214","True","224","224","Format24bppRgb","104,34","59,2"
"test\canker\local_DataSet_Image_000195_Canker(858).jpg","test","canker",".jpg","16477","True","224","224","Format24bppRgb","101,32","51,47"
"test\canker\local_DataSet_Image_000196_Canker(1071).jpg","test","canker",".jpg","18896","True","224","224","Format24bppRgb","88,45","55,7"
"test\canker\local_DataSet_Image_000197_Canker(134).jpg","test","canker",".jpg","17461","True","224","224","Format24bppRgb","103,73","62,9"
"test\canker\local_DataSet_Image_000198_Canker(259).jpg","test","canker",".jpg","16700","True","224","224","Format24bppRgb","127,53","65,8"
"test\canker\local_DataSet_Image_000199_Canker(230).jpg","test","canker",".jpg","17965","True","224","224","Format24bppRgb","110,12","60,12"
"test\canker\local_DataSet_Image_000200_Canker(14).jpg","test","canker",".jpg","16931","True","224","224","Format24bppRgb","65,71","62,67"
"test\canker\local_DataSet_Image_000201_Canker(650).jpg","test","canker",".jpg","13914","True","224","224","Format24bppRgb","89,49","63,25"
"test\canker\local_DataSet_Image_000202_Canker(626).jpg","test","canker",".jpg","19256","True","224","224","Format24bppRgb","60,41","51,1"
"test\canker\local_DataSet_Image_000203_Canker(597).jpg","test","canker",".jpg","15084","True","224","224","Format24bppRgb","143,68","66,39"
"test\canker\local_DataSet_Image_000204_Canker(253).jpg","test","canker",".jpg","16273","True","224","224","Format24bppRgb","127,41","73,01"
"test\canker\local_DataSet_Image_000205_Canker(889).jpg","test","canker",".jpg","15543","True","224","224","Format24bppRgb","130,3","58,72"
"test\canker\local_DataSet_Image_000206_Canker(391).jpg","test","canker",".jpg","18131","True","224","224","Format24bppRgb","91,65","55,02"
"test\canker\local_DataSet_Image_000207_Canker(994).jpg","test","canker",".jpg","17904","True","224","224","Format24bppRgb","88,21","55,04"
"test\canker\local_DataSet_Image_000208_Canker(346).jpg","test","canker",".jpg","18999","True","224","224","Format24bppRgb","80,87","53,35"
"test\canker\local_DataSet_Image_000209_Canker(37).jpg","test","canker",".jpg","17152","True","224","224","Format24bppRgb","83,99","53,22"
"test\canker\local_DataSet_Image_000210_Canker(699).jpg","test","canker",".jpg","13773","True","224","224","Format24bppRgb","87,31","59,22"
"test\canker\local_DataSet_Image_000211_Canker(667).jpg","test","canker",".jpg","17493","True","224","224","Format24bppRgb","97,06","54,02"
"test\canker\local_DataSet_Image_000212_Canker(954).jpg","test","canker",".jpg","15783","True","224","224","Format24bppRgb","65,14","62,43"
"test\canker\local_DataSet_Image_000213_Canker(34).jpg","test","canker",".jpg","18225","True","224","224","Format24bppRgb","82,46","56,93"
"test\canker\local_DataSet_Image_000214_Canker(577).jpg","test","canker",".jpg","25135","True","224","224","Format24bppRgb","74,84","55,11"
"test\canker\local_DataSet_Image_000215_Canker(168).jpg","test","canker",".jpg","17394","True","224","224","Format24bppRgb","91,28","59,14"
"test\canker\local_DataSet_Image_000216_Canker(191).jpg","test","canker",".jpg","13491","True","224","224","Format24bppRgb","116,9","57,78"
"test\canker\local_DataSet_Image_000217_Canker(1155).jpg","test","canker",".jpg","18132","True","224","224","Format24bppRgb","58,73","48,16"
"test\canker\local_DataSet_Image_000218_Canker(393).jpg","test","canker",".jpg","18486","True","224","224","Format24bppRgb","133,8","65,8"
"test\canker\local_DataSet_Image_000219_Canker(179).jpg","test","canker",".jpg","17638","True","224","224","Format24bppRgb","98,43","58,81"
"test\canker\local_DataSet_Image_000220_Canker(162).jpg","test","canker",".jpg","17566","True","224","224","Format24bppRgb","91,85","52,61"
"test\canker\local_DataSet_Image_000221_Canker(16).jpg","test","canker",".jpg","18047","True","224","224","Format24bppRgb","73,59","54,53"
"test\canker\local_DataSet_Image_000222_Canker(271).jpg","test","canker",".jpg","19521","True","224","224","Format24bppRgb","87,85","56,36"
"test\canker\local_DataSet_Image_000223_Canker(154).jpg","test","canker",".jpg","17571","True","224","224","Format24bppRgb","107,72","69,32"
"test\canker\local_DataSet_Image_000224_Canker(167).jpg","test","canker",".jpg","19019","True","224","224","Format24bppRgb","95,74","55,32"
"test\canker\local_DataSet_Image_000225_Canker(825).jpg","test","canker",".jpg","16742","True","224","224","Format24bppRgb","103,91","51,73"
"test\canker\local_DataSet_Image_000226_Canker(793).jpg","test","canker",".jpg","16491","True","224","224","Format24bppRgb","99,17","48,71"
"test\canker\local_DataSet_Image_000227_Canker(870).jpg","test","canker",".jpg","18179","True","224","224","Format24bppRgb","109,19","61,7"
"test\canker\local_DataSet_Image_000228_Canker(804).jpg","test","canker",".jpg","17397","True","224","224","Format24bppRgb","109,11","58,39"
"test\canker\local_DataSet_Image_000229_Canker(401).jpg","test","canker",".jpg","19028","True","224","224","Format24bppRgb","65,08","56,93"
"test\canker\local_DataSet_Image_000230_Canker(286).jpg","test","canker",".jpg","18251","True","224","224","Format24bppRgb","106,46","57,06"
"test\canker\local_DataSet_Image_000231_Canker(637).jpg","test","canker",".jpg","15332","True","224","224","Format24bppRgb","101,46","62,38"
"test\canker\local_DataSet_Image_000232_Canker(880).jpg","test","canker",".jpg","16270","True","224","224","Format24bppRgb","112,26","57,39"
"test\canker\local_DataSet_Image_000233_Canker(859).jpg","test","canker",".jpg","16223","True","224","224","Format24bppRgb","100,68","54,63"
"test\canker\local_DataSet_Image_000234_Canker(784).jpg","test","canker",".jpg","16930","True","224","224","Format24bppRgb","98,37","54,14"
"test\canker\local_DataSet_Image_000235_Canker(749).jpg","test","canker",".jpg","17469","True","224","224","Format24bppRgb","139,35","61,45"
"test\canker\local_DataSet_Image_000236_Canker(163).jpg","test","canker",".jpg","17684","True","224","224","Format24bppRgb","79,59","52,98"
"test\canker\local_DataSet_Image_000237_Canker(1186).jpg","test","canker",".jpg","17226","True","224","224","Format24bppRgb","92,15","56,1"
"test\canker\local_DataSet_Image_000238_Canker(1033).jpg","test","canker",".jpg","15761","True","224","224","Format24bppRgb","127,55","59,96"
"test\canker\local_DataSet_Image_000239_Canker(848).jpg","test","canker",".jpg","13898","True","224","224","Format24bppRgb","91,01","62,97"
"test\canker\local_DataSet_Image_000240_Canker(189).jpg","test","canker",".jpg","17431","True","224","224","Format24bppRgb","71,62","51,48"
"test\canker\local_DataSet_Image_000241_Canker(1163).jpg","test","canker",".jpg","17721","True","224","224","Format24bppRgb","89,17","64,3"
"test\canker\local_DataSet_Image_000242_Canker(655).jpg","test","canker",".jpg","15592","True","224","224","Format24bppRgb","111,19","54,24"
"test\canker\local_DataSet_Image_000243_Canker(548).jpg","test","canker",".jpg","27052","True","224","224","Format24bppRgb","94,78","41,56"
"test\canker\local_DataSet_Image_000244_Canker(219).jpg","test","canker",".jpg","17892","True","224","224","Format24bppRgb","75,37","54,31"
"test\canker\local_DataSet_Image_000245_Canker(970).jpg","test","canker",".jpg","15619","True","224","224","Format24bppRgb","70,26","64,74"
"test\canker\local_DataSet_Image_000246_Canker(424).jpg","test","canker",".jpg","17542","True","224","224","Format24bppRgb","96,64","55,67"
"test\canker\local_DataSet_Image_000247_Canker(390).jpg","test","canker",".jpg","14918","True","224","224","Format24bppRgb","96,83","61,64"
"test\canker\local_DataSet_Image_000248_Canker(871).jpg","test","canker",".jpg","17076","True","224","224","Format24bppRgb","107,16","55,3"
"test\canker\local_DataSet_Image_000249_Canker(1118).jpg","test","canker",".jpg","16498","True","224","224","Format24bppRgb","114,94","76,45"
"test\canker\local_DataSet_Image_000250_Canker(1039).jpg","test","canker",".jpg","18442","True","224","224","Format24bppRgb","84,33","55,81"
"test\canker\local_DataSet_Image_000251_Canker(1083).jpg","test","canker",".jpg","17985","True","224","224","Format24bppRgb","108,52","58,48"
"test\canker\local_DataSet_Image_000252_Canker(788).jpg","test","canker",".jpg","14257","True","224","224","Format24bppRgb","99,43","50,05"
"test\canker\local_DataSet_Image_000253_Canker(119).jpg","test","canker",".jpg","15126","True","224","224","Format24bppRgb","76,01","61,77"
"test\canker\local_DataSet_Image_000254_Canker(132).jpg","test","canker",".jpg","15583","True","224","224","Format24bppRgb","75,69","66,55"
"test\canker\local_DataSet_Image_000255_Canker(1121).jpg","test","canker",".jpg","16422","True","224","224","Format24bppRgb","125,38","72,81"
"test\canker\local_DataSet_Image_000256_Canker(734).jpg","test","canker",".jpg","17548","True","224","224","Format24bppRgb","85,65","52,43"
"test\canker\local_DataSet_Image_000257_Canker(160).jpg","test","canker",".jpg","17436","True","224","224","Format24bppRgb","82,78","56,53"
"test\canker\local_DataSet_Image_000258_Canker(223).jpg","test","canker",".jpg","17654","True","224","224","Format24bppRgb","114,47","61,89"
"test\canker\local_DataSet_Image_000259_Canker(203).jpg","test","canker",".jpg","18566","True","224","224","Format24bppRgb","70,32","49,56"
"test\canker\local_DataSet_Image_000260_Canker(353).jpg","test","canker",".jpg","19400","True","224","224","Format24bppRgb","57,11","48,92"
"test\canker\local_DataSet_Image_000261_Canker(406).jpg","test","canker",".jpg","16403","True","224","224","Format24bppRgb","123,62","73,76"
"test\canker\local_DataSet_Image_000262_Canker(1006).jpg","test","canker",".jpg","15576","True","224","224","Format24bppRgb","72,5","49,08"
"test\canker\local_DataSet_Image_000263_Canker(306).jpg","test","canker",".jpg","17319","True","224","224","Format24bppRgb","76,94","55,13"
"test\canker\local_DataSet_Image_000264_Canker(748).jpg","test","canker",".jpg","16098","True","224","224","Format24bppRgb","98,46","53,83"
"test\canker\local_DataSet_Image_000265_Canker(774).jpg","test","canker",".jpg","12539","True","224","224","Format24bppRgb","115,4","64,7"
"test\canker\local_DataSet_Image_000266_Canker(716).jpg","test","canker",".jpg","16115","True","224","224","Format24bppRgb","137,46","55,1"
"test\canker\local_DataSet_Image_000267_Canker(369).jpg","test","canker",".jpg","18502","True","224","224","Format24bppRgb","88,56","57,16"
"test\canker\local_DataSet_Image_000268_Canker(57).jpg","test","canker",".jpg","17965","True","224","224","Format24bppRgb","74,35","52,59"
"test\canker\local_DataSet_Image_000269_Canker(5).jpg","test","canker",".jpg","17098","True","224","224","Format24bppRgb","113,2","67,13"
"test\canker\local_DataSet_Image_000270_Canker(950).jpg","test","canker",".jpg","14737","True","224","224","Format24bppRgb","67,79","54,46"
"test\canker\local_DataSet_Image_000271_Canker(1108).jpg","test","canker",".jpg","18598","True","224","224","Format24bppRgb","105,28","71,27"
"test\canker\local_DataSet_Image_000272_Canker(723).jpg","test","canker",".jpg","19602","True","224","224","Format24bppRgb","118,9","60,96"
"test\canker\local_DataSet_Image_000273_Canker(1072).jpg","test","canker",".jpg","17813","True","224","224","Format24bppRgb","81,37","58,69"
"test\canker\local_DataSet_Image_000274_Canker(35).jpg","test","canker",".jpg","16938","True","224","224","Format24bppRgb","95,57","49,76"
"test\canker\local_DataSet_Image_000275_Canker(663).jpg","test","canker",".jpg","13798","True","224","224","Format24bppRgb","86,06","57,68"
"test\canker\local_DataSet_Image_000276_Canker(910).jpg","test","canker",".jpg","17642","True","224","224","Format24bppRgb","103,66","56,97"
"test\canker\local_DataSet_Image_000277_Canker(677).jpg","test","canker",".jpg","15855","True","224","224","Format24bppRgb","123,25","54,64"
"test\canker\local_DataSet_Image_000278_Canker(892).jpg","test","canker",".jpg","19902","True","224","224","Format24bppRgb","118,51","62,27"
"test\canker\local_DataSet_Image_000279_Canker(944).jpg","test","canker",".jpg","16507","True","224","224","Format24bppRgb","77,92","60,14"
"test\canker\local_DataSet_Image_000280_Canker(303).jpg","test","canker",".jpg","18045","True","224","224","Format24bppRgb","85,24","55,34"
"test\canker\local_DataSet_Image_000281_Canker(100).jpg","test","canker",".jpg","16047","True","224","224","Format24bppRgb","89,51","70,33"
"test\canker\local_DataSet_Image_000282_Canker(901).jpg","test","canker",".jpg","15972","True","224","224","Format24bppRgb","132,04","64,75"
"test\canker\local_DataSet_Image_000283_Canker(1152).jpg","test","canker",".jpg","18905","True","224","224","Format24bppRgb","86,75","54,9"
"test\canker\local_DataSet_Image_000284_Canker(385).jpg","test","canker",".jpg","17923","True","224","224","Format24bppRgb","82,66","53,56"
"test\canker\local_DataSet_Image_000285_Canker(865).jpg","test","canker",".jpg","16364","True","224","224","Format24bppRgb","114,26","58,01"
"test\canker\local_DataSet_Image_000286_Canker(292).jpg","test","canker",".jpg","17459","True","224","224","Format24bppRgb","97,15","61,61"
"test\canker\local_DataSet_Image_000287_Canker(844).jpg","test","canker",".jpg","16099","True","224","224","Format24bppRgb","108,34","60,86"
"test\canker\local_DataSet_Image_000288_Canker(298).jpg","test","canker",".jpg","17131","True","224","224","Format24bppRgb","107,67","68,84"
"test\canker\local_DataSet_Image_000289_Canker(64).jpg","test","canker",".jpg","18986","True","224","224","Format24bppRgb","75,76","53,2"
"test\canker\local_DataSet_Image_000290_Canker(559).jpg","test","canker",".jpg","32662","True","224","224","Format24bppRgb","107,69","49,83"
"test\canker\local_DataSet_Image_000291_Canker(97).jpg","test","canker",".jpg","17921","True","224","224","Format24bppRgb","98,36","61,02"
"test\canker\local_DataSet_Image_000292_Canker(208).jpg","test","canker",".jpg","18272","True","224","224","Format24bppRgb","95,51","53,63"
"test\canker\local_DataSet_Image_000293_Canker(1088).jpg","test","canker",".jpg","17313","True","224","224","Format24bppRgb","80,61","59,27"
"test\canker\local_DataSet_Image_000294_Canker(707).jpg","test","canker",".jpg","16733","True","224","224","Format24bppRgb","105,76","53,94"
"test\canker\local_DataSet_Image_000295_Canker(320).jpg","test","canker",".jpg","17889","True","224","224","Format24bppRgb","82,22","54,19"
"test\canker\local_DataSet_Image_000296_Canker(955).jpg","test","canker",".jpg","17740","True","224","224","Format24bppRgb","113,52","65,72"
"test\canker\local_DataSet_Image_000297_Canker(773).jpg","test","canker",".jpg","16662","True","224","224","Format24bppRgb","109,46","53,32"
"test\canker\local_DataSet_Image_000298_Canker(360).jpg","test","canker",".jpg","18893","True","224","224","Format24bppRgb","93,65","58,71"
"test\canker\local_DataSet_Image_000299_Canker(1060).jpg","test","canker",".jpg","18022","True","224","224","Format24bppRgb","87,49","53,43"
"test\canker\local_DataSet_Image_000300_Canker(542).jpg","test","canker",".jpg","29100","True","224","224","Format24bppRgb","92,01","43,15"
"test\canker\local_DataSet_Image_000301_Canker(1004).jpg","test","canker",".jpg","19933","True","224","224","Format24bppRgb","75,56","57,31"
"test\canker\local_DataSet_Image_000302_Canker(43).jpg","test","canker",".jpg","13942","True","224","224","Format24bppRgb","91,66","70,5"
"test\canker\local_DataSet_Image_000303_Canker(121).jpg","test","canker",".jpg","15351","True","224","224","Format24bppRgb","92,19","66,2"
